input,score,output,other,match_level,lg_code,pref,county,city,ward,machiaza_id,oaza_cho,chome,koaza,blk_num,blk_id,rsdt_num,rsdt_id,rsdt_num2,rsdt2_id,rsdt_addr_flg,prc_num1,prc_num2,prc_num3,prc_id,lat,lon,coordinate_level,pref_key,city_key,town_key,parcel_key,rsdtblk_key,rsdtdsp_key,spend_time
"北海道恵庭市住吉町２丁目８番８号",0.82,"北海道恵庭市住吉町二丁目8-8",,residential_detail,012319,北海道,,恵庭市,,0033002,住吉町,二丁目,,8,008,8,008,,,1,,,,,42.875766787,141.584677821,residential_detail,5859364,4096673773,426419984,,4232927751,639135521,0.09
"北海道千歳市高台２丁目６番１３号",0.82,"北海道千歳市高台二丁目6-13",,residential_detail,012246,北海道,,千歳市,,0043002,高台,二丁目,,6,006,13,013,,,1,,,,,42.835284777,141.650914167,residential_detail,5859364,3669708454,3618600828,,2225005285,2069111849,0.02
"北海道恵庭市漁町９７番地の２",0.79,"北海道恵庭市漁町97-2",,parcel,012319,北海道,,恵庭市,,0004000,漁町,,,,,,,,,0,97,2,,000970000200000,42.880141341,141.574450355,parcel,5859364,4096673773,3591219894,4237898565,,,0.01
"北海道恵庭市恵み野北３丁目５番１４",0.95,"北海道恵庭市恵み野北三丁目5番14","番14",residential_block,012319,北海道,,恵庭市,,0049003,恵み野北,三丁目,,5,005,,,,,1,,,,,42.908546,141.587016,residential_block,5859364,4096673773,4004071708,,2672112678,,2.72
"北海道恵庭市黄金北４丁目２番地の１２",0.95,"北海道恵庭市黄金北四丁目2番地の12","番地の12",residential_block,012319,北海道,,恵庭市,,0015004,黄金北,四丁目,,2,002,,,,,1,,,,,42.893105,141.587673,residential_block,5859364,4096673773,31931666,,2956635343,,2.69
"北海道千歳市末広７丁目８番９－８０３号",0.85,"北海道千歳市末広七丁目8-9-803号","-803号",residential_detail,012246,北海道,,千歳市,,0040007,末広,七丁目,,8,008,9,009,,,1,,,,,42.831682769,141.648825575,residential_detail,5859364,3669708454,4076815258,,2935417101,3878447882,2.68
"北海道千歳市富丘２丁目４番１９号",0.82,"北海道千歳市富丘二丁目4-19",,residential_detail,012246,北海道,,千歳市,,0047002,富丘,二丁目,,4,004,19,019,,,1,,,,,42.838199791,141.650574496,residential_detail,5859364,3669708454,2362951288,,3902022179,3030357413,0.28
"北海道千歳市信濃１丁目１３番１号",0.82,"北海道千歳市信濃一丁目13-1",,residential_detail,012246,北海道,,千歳市,,0030001,信濃,一丁目,,13,013,1,001,,,1,,,,,42.833713858,141.630021981,residential_detail,5859364,3669708454,1766722491,,2149146566,3297210697,0.25
"北海道千歳市住吉４丁目１２番１１号",0.83,"北海道千歳市住吉四丁目12-11",,residential_detail,012246,北海道,,千歳市,,0041004,住吉,四丁目,,12,012,11,011,,,1,,,,,42.830880769,141.669845903,residential_detail,5859364,3669708454,1233300536,,1693831908,3450786666,0.24
"北海道恵庭市黄金北１丁目５番地８",0.94,"北海道恵庭市黄金北一丁目5番地8","番地8",residential_block,012319,北海道,,恵庭市,,0015001,黄金北,一丁目,,5,005,,,,,1,,,,,42.890484,141.583479,residential_block,5859364,4096673773,1584332599,,1202961485,,0.16
"北海道千歳市柏陽４丁目８番地の７",0.94,"北海道千歳市柏陽四丁目8番地の7","番地の7",residential_block,012246,北海道,,千歳市,,0053004,柏陽,四丁目,,8,008,,,,,1,,,,,42.782142,141.59128100000004,residential_block,5859364,3669708454,4126039643,,1311272268,,0.11
"北海道北広島市大曲２３４番地３",0.87,"北海道北広島市大曲234-3",,parcel,012343,北海道,,北広島市,,0006000,大曲,,,,,,,,,0,234,3,,002340000300000,42.964546759,141.469764532,parcel,5859364,3853562146,3290265339,3256682466,,,0.09
"北海道恵庭市柏木町１丁目７番９号",0.82,"北海道恵庭市柏木町一丁目7-9",,residential_detail,012319,北海道,,恵庭市,,0008001,柏木町,一丁目,,7,007,9,009,,,1,,,,,42.893295075,141.559546828,residential_detail,5859364,4096673773,3867548059,,2603587427,4275106724,0.60
"北海道恵庭市大町３丁目２番地１７",0.82,"北海道恵庭市大町三丁目2-17",,residential_detail,012319,北海道,,恵庭市,,0007003,大町,三丁目,,2,002,17,017,,,1,,,,,42.885396342,141.570399002,residential_detail,5859364,4096673773,2449062038,,1435870155,3255409539,0.54
"北海道恵庭市柏木町３３５番１７号",0.88,"北海道恵庭市柏木町335-17","335-17",machiaza_detail,012319,北海道,,恵庭市,,0008000,柏木町,,,,,,,,,0,,,,,42.88596,141.548273,machiaza_detail,5859364,4096673773,71500218,,,,0.53
"北海道千歳市日の出３丁目２番１２号",0.83,"北海道千歳市日の出三丁目2-12",,residential_detail,012246,北海道,,千歳市,,0056003,日の出,三丁目,,2,002,12,012,,,1,,,,,42.828542181,141.67198655,residential_detail,5859364,3669708454,4065186489,,815277860,25463241,0.10
"北海道千歳市青葉５丁目６番１０号",0.82,"北海道千歳市青葉五丁目6-10",,residential_detail,012246,北海道,,千歳市,,0001005,青葉,五丁目,,6,006,10,010,,,1,,,,,42.828632415,141.663367724,residential_detail,5859364,3669708454,1438176669,,2543768004,1339498347,0.06
"北海道千歳市住吉２丁目１０番１７号",0.83,"北海道千歳市住吉二丁目10-17",,residential_detail,012246,北海道,,千歳市,,0041002,住吉,二丁目,,10,010,17,017,,,1,,,,,42.829439112,141.664616371,residential_detail,5859364,3669708454,3084022014,,2097221600,247959976,0.06
"北海道千歳市幸町４丁目２０番地の２",0.77,"北海道千歳市幸町四丁目20-2",,parcel,012246,北海道,,千歳市,,0024004,幸町,四丁目,,,,,,,,0,20,2,,000200000200000,42.824909928,141.649180475,parcel,5859364,3669708454,2584080955,256189028,,,0.40
"北海道札幌市中央区南十八条西１６丁目１番１－６０６号",0.85,"北海道札幌市中央区南十八条西十六丁目1-1-606号","-606号",residential_detail,011011,北海道,,札幌市,中央区,0046016,南十八条西,十六丁目,,1,001,1,001,,,1,,,,,43.035379702,141.335276915,residential_detail,5859364,3783623301,2199068639,,1499439713,1074933550,0.38
"北海道札幌市東区北二十五条東７丁目２番２０号",0.87,"北海道札幌市東区北二十五条東七丁目2-20",,residential_detail,011037,北海道,,札幌市,東区,0018007,北二十五条東,七丁目,,2,002,20,020,,,1,,,,,43.094367554,141.360221445,residential_detail,5859364,3702980673,2716820112,,1241819469,826286433,0.37
"北海道北広島市大曲柏葉２丁目２番地１９",0.95,"北海道北広島市大曲柏葉二丁目2番地19","番地19",residential_block,012343,北海道,,北広島市,,0011002,大曲柏葉,二丁目,,2,002,,,,,1,,,,,42.969063,141.484164,residential_block,5859364,3853562146,865511071,,219080258,,3.72
"北海道岩見沢市北五条西１１丁目４番２２号",0.8,"北海道岩見沢市北五条西十一丁目4-22",,residential_detail,012106,北海道,,岩見沢市,,0045011,北五条西,十一丁目,,4,004,22,022,,,1,,,,,43.208961661,141.747040106,residential_detail,5859364,3665066049,2244132223,,310145444,614883210,3.62
"北海道岩見沢市北五条西１１丁目１番１号",0.79,"北海道岩見沢市北五条西十一丁目1-1",,residential_detail,012106,北海道,,岩見沢市,,0045011,北五条西,十一丁目,,1,001,1,001,,,1,,,,,43.207615398,141.748791782,residential_detail,5859364,3665066049,2244132223,,393698561,1757827726,3.56
"北海道岩見沢市日の出北２丁目１２番１６号",0.85,"北海道岩見沢市日の出北二丁目12-16",,residential_detail,012106,北海道,,岩見沢市,,0132002,日の出北,二丁目,,12,012,16,016,,,1,,,,,43.208490976,141.789079536,residential_detail,5859364,3665066049,726688380,,2357559584,1394916169,0.04
"北海道岩見沢市若駒２丁目７番１０号",0.83,"北海道岩見沢市若駒二丁目7-10",,residential_detail,012106,北海道,,岩見沢市,,0181002,若駒,二丁目,,7,007,10,010,,,1,,,,,43.198265904,141.793796905,residential_detail,5859364,3665066049,582949780,,629462508,3087071811,0.03
"北海道岩見沢市南町七条２丁目３６番地",0.84,"北海道岩見沢市南町七条二丁目36",,parcel,012106,北海道,,岩見沢市,,0165002,南町七条,二丁目,,,,,,,,1,36,,,000360000000000,43.176920011,141.759598191,parcel,5859364,3665066049,4014280030,1804858628,,,0.02
"北海道岩見沢市大和三条５丁目３７番地",0.84,"北海道岩見沢市大和三条五丁目37",,parcel,012106,北海道,,岩見沢市,,0178005,大和三条,五丁目,,,,,,,,0,37,,,000370000000000,43.189072,141.744651,machiaza_detail,5859364,3665066049,2290298133,1858166510,,,0.35
"北海道岩見沢市中幌向町８８番地３",0.88,"北海道岩見沢市中幌向町88-3",,parcel,012106,北海道,,岩見沢市,,0122000,中幌向町,,,,,,,,,0,88,3,,000880000300000,43.159494094,141.674337085,parcel,5859364,3665066049,931229855,161674243,,,0.31
"北海道岩見沢市北本町東４丁目１番地２",0.84,"北海道岩見沢市北本町東四丁目1-2",,residential_detail,012106,北海道,,岩見沢市,,0048004,北本町東,四丁目,,1,001,2,002,,,1,,,,,43.211189237,141.76442217,residential_detail,5859364,3665066049,315196630,,956669544,231509060,0.30
"北海道北広島市里見町２丁目６番６",0.94,"北海道北広島市里見町二丁目6番6","番6",residential_block,012343,北海道,,北広島市,,0021002,里見町,二丁目,,6,006,,,,,1,,,,,42.961142,141.539225,residential_block,5859364,3853562146,2385659068,,1070262437,,0.37
"北海道岩見沢市二条西５丁目１４番地",0.83,"北海道岩見沢市二条西五丁目14","14",machiaza_detail,012106,北海道,,岩見沢市,,0010005,二条西,五丁目,,,,,,,,0,,,,,43.202857,141.761081,machiaza_detail,5859364,3665066049,4097837914,,,,0.35
"北海道岩見沢市駒園５丁目１番２号",0.82,"北海道岩見沢市駒園五丁目1-2",,residential_detail,012106,北海道,,岩見沢市,,0110005,駒園,五丁目,,1,001,2,002,,,1,,,,,43.183924313,141.764696135,residential_detail,5859364,3665066049,2495539931,,2475870053,2411852361,0.33
"北海道岩見沢市二条西４丁目",0.93,"北海道岩見沢市二条西四丁目",,machiaza_detail,012106,北海道,,岩見沢市,,0010004,二条西,四丁目,,,,,,,,0,,,,,43.203292,141.76205,machiaza_detail,5859364,3665066049,4104082427,,,,0.16
"北海道岩見沢市五条西３丁目２番地１０",0.84,"北海道岩見沢市五条西三丁目2-10",,parcel,012106,北海道,,岩見沢市,,0016003,五条西,三丁目,,,,,,,,0,2,10,,000020001000000,43.20141662500001,141.765761144,parcel,5859364,3665066049,932521370,2559181670,,,0.15
"北海道岩見沢市大和三条９丁目１７番地",0.84,"北海道岩見沢市大和三条九丁目17","17",machiaza_detail,012106,北海道,,岩見沢市,,0178009,大和三条,九丁目,,,,,,,,0,,,,,43.186053,141.738349,machiaza_detail,5859364,3665066049,4264718489,,,,0.13
"北海道岩見沢市春日町１丁目４番１０号",0.84,"北海道岩見沢市春日町一丁目4-10",,residential_detail,012106,北海道,,岩見沢市,,0033001,春日町,一丁目,,4,004,10,010,,,1,,,,,43.1906088,141.773624463,residential_detail,5859364,3665066049,597935327,,3133901252,749365099,0.17
"北海道岩見沢市四条西１丁目２番地７",0.83,"北海道岩見沢市四条西一丁目2-7",,parcel,012106,北海道,,岩見沢市,,0014001,四条西,一丁目,,,,,,,,0,2,7,,000020000700000,43.203386575,141.766144124,parcel,5859364,3665066049,3419282650,2725632256,,,0.15
"北海道岩見沢市幌向南三条１丁目２１９番地３０",0.87,"北海道岩見沢市幌向南三条一丁目219-30",,parcel,012106,北海道,,岩見沢市,,0145001,幌向南三条,一丁目,,,,,,,,0,219,30,,002190003000000,43.148511,141.66551,machiaza_detail,5859364,3665066049,2456657279,923121897,,,0.14
"北海道岩見沢市北五条西１０丁目２番５号",0.79,"北海道岩見沢市北五条西十丁目2-5",,residential_detail,012106,北海道,,岩見沢市,,0045010,北五条西,十丁目,,2,002,5,005,,,1,,,,,43.208764713,141.748634739,residential_detail,5859364,3665066049,32160862,,3951942531,2242399880,3.70
"北海道岩見沢市緑町３丁目９４番地１",0.83,"北海道岩見沢市緑町三丁目94-1",,parcel,012106,北海道,,岩見沢市,,0157003,緑町,三丁目,,,,,,,,1,94,1,,000940000100000,43.211985901,141.753503848,parcel,5859364,3665066049,3875476830,1234487117,,,3.69
"北海道岩見沢市七条西１６丁目６番地",0.77,"北海道岩見沢市七条西十六丁目6",,parcel,012106,北海道,,岩見沢市,,0020016,七条西,十六丁目,,,,,,,,0,6,,,000060000000000,43.193312169,141.755510907,parcel,5859364,3665066049,1879653339,3123269890,,,3.69
"北海道岩見沢市五条東１７丁目１番地３エイトハウス１０３号",0.83,"北海道岩見沢市五条東十七丁目1-3 エイトハウス103号","エイトハウス103号",parcel,012106,北海道,,岩見沢市,,0017017,五条東,十七丁目,,,,,,,,0,1,3,,000010000300000,43.213059601,141.791016419,parcel,5859364,3665066049,657126558,3122857827,,,3.68
"北海道岩見沢市五条西１０丁目２番地３",0.78,"北海道岩見沢市五条西十丁目2-3",,parcel,012106,北海道,,岩見沢市,,0016010,五条西,十丁目,,,,,,,,0,2,3,,000020000300000,43.198136808,141.759139407,parcel,5859364,3665066049,2241377848,131680102,,,3.67
"北海道岩見沢市日の出北１丁目２番４号",0.84,"北海道岩見沢市日の出北一丁目2-4",,residential_detail,012106,北海道,,岩見沢市,,0132001,日の出北,一丁目,,2,002,4,004,,,1,,,,,43.210158758,141.785538252,residential_detail,5859364,3665066049,792426655,,560271554,1047970536,3.66
"北海道岩見沢市八条西２０丁目４番地",0.77,"北海道岩見沢市八条西二十丁目4","4",machiaza_detail,012106,北海道,,岩見沢市,,0022020,八条西,二十丁目,,,,,,,,0,,,,,43.190705,141.751845,machiaza_detail,5859364,3665066049,98808348,,,,3.65
"北海道岩見沢市七条西３丁目２０番地",0.83,"北海道岩見沢市七条西三丁目20",,parcel,012106,北海道,,岩見沢市,,0020003,七条西,三丁目,,,,,,,,0,20,,,000200000000000,43.199601268,141.766545829,parcel,5859364,3665066049,4070371967,3195462690,,,3.63
"北海道岩見沢市春日町１丁目９番４号",0.83,"北海道岩見沢市春日町一丁目9-4",,residential_detail,012106,北海道,,岩見沢市,,0033001,春日町,一丁目,,9,009,4,004,,,1,,,,,43.189112112,141.770328115,residential_detail,5859364,3665066049,597935327,,4094948969,2237641731,3.63
"北海道岩見沢市九条西６丁目９番地",0.82,"北海道岩見沢市九条西六丁目9","9",machiaza_detail,012106,北海道,,岩見沢市,,0024006,九条西,六丁目,,,,,,,,0,,,,,43.19595000000001,141.766241,machiaza_detail,5859364,3665066049,725321822,,,,3.62
"北海道岩見沢市桜木一条７丁目５番８号",0.84,"北海道岩見沢市桜木一条七丁目5-8",,residential_detail,012106,北海道,,岩見沢市,,0112007,桜木一条,七丁目,,5,005,8,008,,,1,,,,,43.216264146,141.76523745,residential_detail,5859364,3665066049,8778651,,81098785,2257973447,3.59
"北海道岩見沢市七条西３丁目２２番地",0.83,"北海道岩見沢市七条西三丁目22","22",machiaza_detail,012106,北海道,,岩見沢市,,0020003,七条西,三丁目,,,,,,,,0,,,,,43.199503,141.767089,machiaza_detail,5859364,3665066049,4070371967,,,,3.59
"北海道岩見沢市美園二条８丁目１番４号",0.84,"北海道岩見沢市美園二条八丁目1-4",,residential_detail,012106,北海道,,岩見沢市,,0149008,美園二条,八丁目,,1,001,4,004,,,1,,,,,43.187534002,141.757207301,residential_detail,5859364,3665066049,2050804826,,2949762660,1574568846,3.57
"北海道岩見沢市六条東４丁目",0.93,"北海道岩見沢市六条東四丁目",,machiaza_detail,012106,北海道,,岩見沢市,,0019004,六条東,四丁目,,,,,,,,0,,,,,43.203757,141.771791,machiaza_detail,5859364,3665066049,3058857394,,,,3.56
"北海道岩見沢市四条西４丁目７番地",0.82,"北海道岩見沢市四条西四丁目7","7",machiaza_detail,012106,北海道,,岩見沢市,,0014004,四条西,四丁目,,,,,,,,0,,,,,43.20188,141.76346,machiaza_detail,5859364,3665066049,3035203583,,,,3.55
"北海道岩見沢市志文町２０７番地２",0.88,"北海道岩見沢市志文町207-2",,parcel,012106,北海道,,岩見沢市,,0113000,志文町,,,,,,,,,0,207,2,,002070000200000,43.162158328,141.750164427,parcel,5859364,3665066049,2105337533,1013278661,,,3.52
"北海道岩見沢市二条西４丁目１番地",0.82,"北海道岩見沢市二条西四丁目1","1",machiaza_detail,012106,北海道,,岩見沢市,,0010004,二条西,四丁目,,,,,,,,0,,,,,43.203292,141.76205,machiaza_detail,5859364,3665066049,4104082427,,,,3.50
"北海道岩見沢市二条西１丁目２番地６",0.83,"北海道岩見沢市二条西一丁目2-6",,parcel,012106,北海道,,岩見沢市,,0010001,二条西,一丁目,,,,,,,,0,2,6,,000020000600000,43.204531789,141.764972946,parcel,5859364,3665066049,2350403806,1496069509,,,3.49
"北海道岩見沢市大和三条９丁目１１番地４",0.85,"北海道岩見沢市大和三条九丁目11-4",,parcel,012106,北海道,,岩見沢市,,0178009,大和三条,九丁目,,,,,,,,0,11,4,,000110000400000,43.18594175100001,141.738503217,parcel,5859364,3665066049,4264718489,2254304674,,,3.47
"北海道岩見沢市大和町２５０番地４",0.88,"北海道岩見沢市大和町250-4",,parcel,012106,北海道,,岩見沢市,,0180000,大和町,,,,,,,,,0,250,4,,002500000400000,43.185156758,141.737298389,parcel,5859364,3665066049,2240669015,4276981003,,,3.46
"北海道岩見沢市栄町１丁目７番１５号",0.83,"北海道岩見沢市栄町一丁目7-15",,residential_detail,012106,北海道,,岩見沢市,,0111001,栄町,一丁目,,7,007,15,015,,,1,,,,,43.218556323,141.794158931,residential_detail,5859364,3665066049,2155912478,,3335024742,3771777772,3.45
"北海道岩見沢市一条東５丁目１番地１１",0.84,"北海道岩見沢市一条東五丁目1-11",,parcel,012106,北海道,,岩見沢市,,0009005,一条東,五丁目,,,,,,,,0,1,11,,000010001100000,43.207699253,141.768645642,parcel,5859364,3665066049,2964375026,2136612844,,,3.44
"北海道岩見沢市北三条西７丁目１番３号",0.84,"北海道岩見沢市北三条西七丁目1-3",,residential_detail,012106,北海道,,岩見沢市,,0043007,北三条西,七丁目,,1,001,3,003,,,1,,,,,43.20645361,141.754715498,residential_detail,5859364,3665066049,2084017214,,1674610240,3377949069,3.43
"北海道岩見沢市奈良町２９番地",0.86,"北海道岩見沢市奈良町29","29",machiaza_detail,012106,北海道,,岩見沢市,,0124000,奈良町,,,,,,,,,0,,,,,43.178344,141.919335,machiaza_detail,5859364,3665066049,1377023257,,,,3.43
"北海道岩見沢市大和三条７丁目８番地",0.83,"北海道岩見沢市大和三条七丁目8","8",machiaza_detail,012106,北海道,,岩見沢市,,0178007,大和三条,七丁目,,,,,,,,0,,,,,43.187163,141.741475,machiaza_detail,5859364,3665066049,426622295,,,,3.41
"北海道岩見沢市南町二条１丁目２１番地２４",0.85,"北海道岩見沢市南町二条一丁目21-24",,parcel,012106,北海道,,岩見沢市,,0160001,南町二条,一丁目,,,,,,,,1,21,24,,000210002400000,43.185625133,141.753880938,parcel,5859364,3665066049,4232166968,878077186,,,3.40
"北海道岩見沢市五条西１３丁目１８番地",0.78,"北海道岩見沢市五条西十三丁目18",,parcel,012106,北海道,,岩見沢市,,0016013,五条西,十三丁目,,,,,,,,0,18,,,000180000000000,43.197308078,141.755410562,parcel,5859364,3665066049,3545628123,114859341,,,3.38
"北海道岩見沢市東町９３２番地４",0.87,"北海道岩見沢市東町932-4",,parcel,012106,北海道,,岩見沢市,,0127000,東町,,,,,,,,,0,932,4,,009320000400000,43.223788815,141.802046697,parcel,5859364,3665066049,3363594522,622992041,,,3.37
"北海道岩見沢市北四条西１４丁目１４番地１",0.8,"北海道岩見沢市北四条西十四丁目14-1",,parcel,012106,北海道,,岩見沢市,,0044014,北四条西,十四丁目,,,,,,,,1,14,1,,000140000100000,43.20514802,141.746369022,parcel,5859364,3665066049,115768155,2403308864,,,3.36
"北海道岩見沢市七条西６丁目１番地１",0.83,"北海道岩見沢市七条西六丁目1-1",,parcel,012106,北海道,,岩見沢市,,0020006,七条西,六丁目,,,,,,,,0,1,1,,000010000100000,43.19882443,141.763915455,parcel,5859364,3665066049,1794200666,796431653,,,3.35
"北海道岩見沢市上志文町８４６番地",0.88,"北海道岩見沢市上志文町846","846",machiaza_detail,012106,北海道,,岩見沢市,,0035000,上志文町,,,,,,,,,0,,,,,43.168853,141.836506,machiaza_detail,5859364,3665066049,270494200,,,,3.34
"北海道岩見沢市志文町２０５番地４０",0.89,"北海道岩見沢市志文町205-40",,parcel,012106,北海道,,岩見沢市,,0113000,志文町,,,,,,,,,0,205,40,,002050004000000,43.161123154,141.750659539,parcel,5859364,3665066049,2105337533,3708020993,,,3.33
"北海道岩見沢市上幌向北一条３丁目７３１番地４",0.87,"北海道岩見沢市上幌向北一条三丁目731-4",,parcel,012106,北海道,,岩見沢市,,0036003,上幌向北一条,三丁目,,,,,,,,0,731,4,,007310000400000,43.185074539,141.714574777,parcel,5859364,3665066049,353756760,4240536134,,,3.32
"北海道岩見沢市鳩が丘４丁目４番３号",0.83,"北海道岩見沢市鳩が丘四丁目4-3",,residential_detail,012106,北海道,,岩見沢市,,0126004,鳩が丘,四丁目,,4,004,3,003,,,1,,,,,43.196746367,141.779505492,residential_detail,5859364,3665066049,1609785119,,1904241540,2101683273,3.31
"北海道岩見沢市九条東１丁目２９番地７",0.84,"北海道岩見沢市九条東一丁目29-7",,parcel,012106,北海道,,岩見沢市,,0025001,九条東,一丁目,,,,,,,,0,29,7,,000290000700000,43.198433057,141.771915652,parcel,5859364,3665066049,176011832,306443339,,,3.30
"北海道岩見沢市二条西２丁目１０番地",0.83,"北海道岩見沢市二条西二丁目10","10",machiaza_detail,012106,北海道,,岩見沢市,,0010002,二条西,二丁目,,,,,,,,0,,,,,43.204269,141.763885,machiaza_detail,5859364,3665066049,3630410557,,,,3.29
"北海道岩見沢市大和三条７丁目８番地１",0.84,"北海道岩見沢市大和三条七丁目8-1",,parcel,012106,北海道,,岩見沢市,,0178007,大和三条,七丁目,,,,,,,,0,8,1,,000080000100000,43.187163,141.741475,machiaza_detail,5859364,3665066049,426622295,4106138689,,,3.29
"北海道岩見沢市美園四条２丁目２番８号",0.84,"北海道岩見沢市美園四条二丁目2-8",,residential_detail,012106,北海道,,岩見沢市,,0151002,美園四条,二丁目,,2,002,8,008,,,1,,,,,43.188691236,141.764939385,residential_detail,5859364,3665066049,776096761,,460288228,3458539650,3.28
"北海道岩見沢市六条西９丁目８番地４",0.83,"北海道岩見沢市六条西九丁目8-4",,parcel,012106,北海道,,岩見沢市,,0018009,六条西,九丁目,,,,,,,,0,8,4,,000080000400000,43.197816902,141.760064493,parcel,5859364,3665066049,993293278,1154249293,,,3.26
"北海道岩見沢市三条西９丁目１番地",0.82,"北海道岩見沢市三条西九丁目1","1",machiaza_detail,012106,北海道,,岩見沢市,,0012009,三条西,九丁目,,,,,,,,0,,,,,43.200326,141.758151,machiaza_detail,5859364,3665066049,1989892820,,,,3.25
"北海道三笠市岡山２１４番地８",0.86,"北海道三笠市岡山214-8",,parcel,012220,北海道,,三笠市,,0012000,岡山,,,,,,,,,0,214,8,,002140000800000,43.237627099,141.811025257,parcel,5859364,3745607398,1589802010,4141933642,,,3.24
"北海道岩見沢市上幌向南一条１丁目１２００番地４",0.87,"北海道岩見沢市上幌向南一条一丁目1200-4",,parcel,012106,北海道,,岩見沢市,,0038001,上幌向南一条,一丁目,,,,,,,,0,1200,4,,012000000400000,43.186558882,141.726820231,parcel,5859364,3665066049,3302682516,3275326796,,,3.18
"北海道江別市萌えぎ野東１９－６ヴィラ・エトワールＫ－Ｉ",0.97,"北海道江別市萌えぎ野東19-6ヴィラ・エトワールK－I","-6ヴィラ・エトワールK－I",residential_block,012173,北海道,,江別市,,0082000,萌えぎ野東,,,19,019,,,,,1,,,,,43.103566,141.584913,residential_block,5859364,3854678371,3265834550,,2668992129,,3.17
"北海道岩見沢市四条東２丁目",0.93,"北海道岩見沢市四条東二丁目",,machiaza_detail,012106,北海道,,岩見沢市,,0015002,四条東,二丁目,,,,,,,,0,,,,,43.204319,141.76824,machiaza_detail,5859364,3665066049,2123021048,,,,3.13
"北海道岩見沢市四条東２丁目１番地５",0.83,"北海道岩見沢市四条東二丁目1-5",,parcel,012106,北海道,,岩見沢市,,0015002,四条東,二丁目,,,,,,,,0,1,5,,000010000500000,43.204637709,141.768299443,parcel,5859364,3665066049,2123021048,2874455811,,,3.13
"北海道岩見沢市北本町東６丁目３番地",0.83,"北海道岩見沢市北本町東六丁目3",,residential_block,012106,北海道,,岩見沢市,,0048006,北本町東,六丁目,,3,003,,,,,1,,,,,43.21336900000001,141.764547,residential_block,5859364,3665066049,1588958868,,4271152872,,3.12
"北海道岩見沢市日の出町５７７番地７",0.89,"北海道岩見沢市日の出町577-7",,parcel,012106,北海道,,岩見沢市,,0134000,日の出町,,,,,,,,,0,577,7,,005770000700000,43.19905043,141.80403597,parcel,5859364,3665066049,4282328504,1783428581,,,3.12
"北海道岩見沢市一条西３丁目４番地",0.82,"北海道岩見沢市一条西三丁目4","4",machiaza_detail,012106,北海道,,岩見沢市,,0008003,一条西,三丁目,,,,,,,,0,,,,,43.204382,141.762359,machiaza_detail,5859364,3665066049,727683381,,,,3.11
"北海道岩見沢市北一条西１９丁目１番地",0.78,"北海道岩見沢市北一条西十九丁目1",,residential_block,012106,北海道,,岩見沢市,,0041019,北一条西,十九丁目,,1,001,,,,,1,,,,,43.199314,141.745491,residential_block,5859364,3665066049,3664227187,,3268570893,,3.10
"北海道岩見沢市北本町東１丁目２番３号",0.84,"北海道岩見沢市北本町東一丁目2-3",,residential_detail,012106,北海道,,岩見沢市,,0048001,北本町東,一丁目,,2,002,3,003,,,1,,,,,43.209977352,141.760805769,residential_detail,5859364,3665066049,611441651,,3947306606,508379619,3.10
"北海道岩見沢市栄町７丁目９８番地２",0.83,"北海道岩見沢市栄町七丁目98-2",,parcel,012106,北海道,,岩見沢市,,0111007,栄町,七丁目,,,,,,,,0,98,2,,000980000200000,43.217492075,141.804031944,parcel,5859364,3665066049,882141528,3261623236,,,3.09
"北海道岩見沢市南町八条３丁目１９番１号",0.85,"北海道岩見沢市南町八条三丁目19-1",,residential_detail,012106,北海道,,岩見沢市,,0166003,南町八条,三丁目,,19,019,1,001,,,1,,,,,43.173802783,141.760017216,residential_detail,5859364,3665066049,499243516,,2565935307,3880558276,3.09
"北海道岩見沢市栗沢町必成４７２番地",0.89,"北海道岩見沢市栗沢町必成472",,parcel,012106,北海道,,岩見沢市,,0076000,栗沢町必成,,,,,,,,,0,472,,,004720000000000,43.120878268,141.71800277,parcel,5859364,3665066049,2312327487,1220167521,,,3.08
"北海道岩見沢市一条東１丁目１番地５",0.83,"北海道岩見沢市一条東一丁目1-5",,parcel,012106,北海道,,岩見沢市,,0009001,一条東,一丁目,,,,,,,,0,1,5,,000010000500000,43.206289236,141.764653502,parcel,5859364,3665066049,1216940918,1642778253,,,3.07
"北海道岩見沢市南町九条２丁目１番１８号",0.85,"北海道岩見沢市南町九条二丁目1-18",,residential_detail,012106,北海道,,岩見沢市,,0167002,南町九条,二丁目,,1,001,18,018,,,1,,,,,43.175432878,141.762478647,residential_detail,5859364,3665066049,3391194588,,1609372898,1780988997,3.06
"北海道岩見沢市二条西４丁目１番地",0.82,"北海道岩見沢市二条西四丁目1","1",machiaza_detail,012106,北海道,,岩見沢市,,0010004,二条西,四丁目,,,,,,,,0,,,,,43.203292,141.76205,machiaza_detail,5859364,3665066049,4104082427,,,,3.06
"北海道岩見沢市中幌向町１９２番地２",0.89,"北海道岩見沢市中幌向町192-2",,parcel,012106,北海道,,岩見沢市,,0122000,中幌向町,,,,,,,,,0,192,2,,001920000200000,43.165810464,141.68529083,parcel,5859364,3665066049,931229855,2989628072,,,3.04
"北海道岩見沢市五条西１４丁目１番地",0.77,"北海道岩見沢市五条西十四丁目1",,parcel,012106,北海道,,岩見沢市,,0016014,五条西,十四丁目,,,,,,,,0,1,,,000010000000000,43.196625624,141.755043573,parcel,5859364,3665066049,1851054268,3730149314,,,3.04
